,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
9495,46114220.0,hồ chí minh,quận 4,"46/15/11 xóm chiếu, p13, quận 4",1419304.0,2022-12-14,2023-12-22,77,,,,,,,,
9496,25438412.0,hồ chí minh,quận 4,"chung cư tôn thất thuyết, p.1, q.4, tp.hcm",902431.0,2021-03-24,2022-03-23,77,,,,,,,,
9497,41340376.0,hồ chí minh,quận 4,290 hoàng hoa thám- phường 1- quận gò vấp- hmc,1377496.0,2022-07-11,2023-07-25,3472,,,,,,,,
9498,7079414.0,hồ chí minh,quận 4,"45a vĩnh hội ,phường 4, quận 4, thành phố hồ chí minh",763934.0,2020-09-11,2025-01-07,61,,,,,,,,
9499,27407660.0,hồ chí minh,quận 4,"a2-8 chung cư 360c, bến vân đồn, phường 01, quận 04, tp hcm",500114704.0,2021-04-20,2024-06-07,9,,,,,,,,
9500,55779469.0,hồ chí minh,quận 4,"156/5 nguyễn ảnh thủ, trung chánh, hóc môn, hồ chí minh",500362750.0,2023-10-30,2024-10-31,77,,,,,,,,
9501,19233075.0,hồ chí minh,quận 4,"river gate officetel block b tầng 5, 151-155 bến vân đồn, phường 06, quận 4, thành phố hồ chí minh, việt nam",833883.0,2020-12-10,2025-06-09,75,,,,,,,,
9502,28491893.0,hồ chí minh,quận 4,183b/53 tôn thất thuyết - p.4 - q.4 - tp.hcm,936056.0,2021-05-12,2022-06-08,71,,,,,,,,
9503,206641.0,hồ chí minh,quận 4,quận 4,7193.0,,2024-07-02,77,,,,,,,,
9504,6257953.0,hồ chí minh,quận 4,"13 đường số 11, phường 4, quận 4, tp hồ chí minh",424675.0,2019-04-19,2021-10-04,63,,,,,,,,
9505,8753634.0,hồ chí minh,quận 4,"772/23/21 đoàn văn bơ, p16, quận 4, thành phố hồ chí minh",526139.0,2019-09-16,2020-09-16,63,,,,,,,,
9506,3863425.0,hồ chí minh,quận 4,"134b tôn thất thuyết, phường 15, quận 4, tp hcm",310610.0,2018-08-20,2023-09-01,3949,,,,,,,,
9507,2105912.0,hồ chí minh,quận 4,"500/37/2 đoàn văn bơ,phường 14, quận 4, thành phố hồ chí minh",696959.0,2020-07-09,2021-07-06,73,,,,,,,,
9508,20139293.0,hồ chí minh,quận 4,"b416/50a đoàn văn bơ, p.18, quận 4, tp hồ chí minh",844565.0,2020-12-28,2024-04-25,3949,,,,,,,,
9509,52465387.0,hồ chí minh,quận 4,"g43 cxvh bến vân đồn, phường 6, quận 4 tp hồ chí minh",500369525.0,2023-10-31,2026-04-30,77,,,,,,,,
9510,51449672.0,hồ chí minh,quận 4,"243/44 tôn đản, phường 15, quận 4, thành phố hồ chí minh, việt nam",500248239.0,2023-06-22,2025-12-20,Phân bón/Thuốc sâu,,,,,,,,
9511,10412286.0,hồ chí minh,quận 4,"40/3 đường khánh hội, phường 04, quận 4,  tp hồ chí minh.",596126.0,2019-12-26,2021-03-21,77,,,,,,,,
9512,2889380.0,hồ chí minh,quận 4,"b290/4 đoàn văn bơ, phường 16, quận 4, tp. hồ chí minh",257173.0,2018-03-31,2038-03-13,67,,,,,,,,
9513,18053722.0,hồ chí minh,quận 4,"103 đường 18, phường 4, quận 4, tp hcm",815638.0,2020-11-15,2023-02-23,3949,,,,,,,,
9514,55881631.0,hồ chí minh,quận 4,"101 hoàng diệu, quận 4, hcm.",200051687.0,2023-10-27,2026-03-25,Thẩm mỹ viện & Spa,,,,,,,,
9515,1301245.0,hồ chí minh,quận 4,"17 lê thạch phường 12,quận 4",171530.0,,2027-05-18,9,,,,,,,,
9516,15294912.0,hồ chí minh,quận 4,"232/135 vĩnh khánh, phường 10, quận 4, thành phố hồ chí minh",500419431.0,2023-12-26,2024-12-30,Quán ăn,,,,,,,,
9517,1246557.0,hồ chí minh,quận 4,"122/19/2 tôn đản ,p10 ,quận 4",166510.0,,2021-08-09,65,,,,,,,,
9518,18915355.0,hồ chí minh,quận 4,"137 bến vân đồn, p6, quận 4 thành phố hồ chí minh",829972.0,2020-12-05,2021-12-02,15,,,,,,,,
9519,19833791.0,hồ chí minh,quận 4,61 đường 16 phường 4 quận 4,842298.0,2020-12-23,2023-03-30,11957,,,,,,,,
9520,41130067.0,hồ chí minh,quận 4,"203 lô a/c, tôn thất thuyết, phường 4, quận 4, thành phố hồ chí minh",1370198.0,2022-06-27,2023-09-25,65,,,,,,,,
9521,56296307.0,hồ chí minh,quận 4,"209 hoàng diệu, phường 08, quận 4, thành phố hồ chí minh, việt nam",500385348.0,2023-11-20,2026-05-30,63,,,,,,,,
9522,371732.0,hồ chí minh,quận 4,"địa chỉ chi nhánh: t01 aview, 13c nguyễn văn linh, xã phong phú, huyện bình chánh, tp. hcm.",93472.0,2018-03-16,2024-07-02,63,,,,,,,,
9523,24410887.0,hồ chí minh,quận 4,"132 bến vân đồn, phường 6, quận 4, tp.hcm",889091.0,2021-03-09,2024-06-07,77,,,,,,,,
9524,237606.0,hồ chí minh,quận 4,145-147 nguyễn tất thành,45863.0,,2020-01-19,75,,,,,,,,
9525,8567225.0,hồ chí minh,quận 4,"r32a bến vân đồn, phường 8, quận 4, tp hcm",520186.0,2019-09-05,2021-09-03,65,,,,,,,,
9526,7079005.0,hồ chí minh,quận 4,"k44 hoàng diệu, phường 6, quận 4, thành phố hồ chí minh",459574.0,2019-06-05,2020-06-04,3949,,,,,,,,
9527,588280.0,hồ chí minh,quận 4,"014 - lô m1 - chung cư 01 tôn thất thuyết, phường 1, q4",113217.0,,2018-03-13,77,,,,,,,,
9528,44345402.0,hồ chí minh,quận 4,"269 lô k, khu tái thiết hoàng diệu, phường 9, quận 4, tphcm",1519339.0,2022-10-28,2025-01-26,3472,,,,,,,,
9529,48743555.0,hồ chí minh,quận 4,"423/9 , ấp 4 , phước lộc , nhà bè",500179269.0,2023-04-01,2024-03-30,Trà sữa/Cà phê/Đồ uống,,,,,,,,
9530,40506252.0,hồ chí minh,quận 4,129 xóm chiếu. p.16.quận 4. tphcm,1344680.0,2022-06-15,2023-06-25,15,,,,,,,,
9531,3852798.0,hồ chí minh,quận 4,"51 đường 16, phường 4, quận 4 , hcm",310301.0,2018-08-13,2023-08-15,65,,,,,,,,
9532,41781207.0,hồ chí minh,quận 4,"237/5 hoàng diệu, phường 08, quận 04, thành phố hồ chí minh.",1389375.0,2022-07-27,2024-10-20,77,,,,,,,,
9533,15480370.0,hồ chí minh,quận 4,"số 19 đường 16 , phường 4 , quận 4 , tp hồ chí minh",769337.0,2020-09-16,2021-09-25,61,,,,,,,,
9534,9863508.0,hồ chí minh,quận 4,"242/8 tôn đản, phường 08, quận 04, tp hcm",577393.0,2019-12-19,2026-12-27,61,,,,,,,,
9535,25338142.0,hồ chí minh,quận 4,"42/33 hoàng diệu , phường 13, quận 4, thành phố hồ chí minh, việt nam",500102714.0,2023-01-31,2025-04-15,77,,,,,,,,
9536,1528919.0,hồ chí minh,quận 4,"10 hoàng diệu, p.12, q.4, tp.hcm",182033.0,,2020-06-06,3949,,,,,,,,
9537,38397060.0,hồ chí minh,quận 4,"117/4 đoàn văn bơ, phường 13, quận 4, tp. hồ chí minh",1260997.0,2022-03-03,2024-06-01,11957,,,,,,,,
9538,16345361.0,hồ chí minh,quận 4,"đường 17, số 21, phường 4, quận 4, hồ chí minh",1371049.0,2022-07-04,2023-06-28,61,,,,,,,,
9539,48035118.0,hồ chí minh,quận 4,"168 an dương vương, phường 16, quận 8, tp.hcm",500140203.0,2023-02-28,2025-04-27,69,,,,,,,,
9540,49903940.0,hồ chí minh,quận 4,"ô 75 dc78 bình đáng, bình hòa, thuận an, bình dương",500209141.0,2023-05-08,2026-05-05,Cà phê,,,,,,,,
9541,61348.0,hồ chí minh,quận 4,"20/1 nguyễn trường tộ, phường 12, quận 4, tp. hồ chí minh",30242.0,,2019-11-30,63,,,,,,,,
9542,50560434.0,hồ chí minh,quận 4,"500 nguyễn thị thập, phường tân phong, quận 7, tp hồ chí minh",500222896.0,2023-05-25,2024-06-01,Quán ăn,,,,,,,,
9543,4566425.0,hồ chí minh,quận 4,"011m số 1 tôn thất thuyết, phường 1, quận 4, thành phố hồ chí minh",342974.0,2018-10-31,2024-10-31,9,,,,,,,,
9544,3852304.0,hồ chí minh,quận 4,346 bến vân đồn phường 1 quận 4 thp hồ chí minh,308542.0,2018-08-22,2019-12-01,9,,,,,,,,
9545,12242068.0,hồ chí minh,quận 4,"p404 lô b4, phường 3, quận 4, thành phố hồ chí minh",665079.0,2020-05-25,2021-05-26,63,,,,,,,,
9546,40974976.0,hồ chí minh,quận 4,"10c đường 10, phường 6, quận 4, tp.hcm",1376173.0,2022-07-31,2024-10-11,63,,,,,,,,
9547,53333352.0,hồ chí minh,quận 4,"d&t aparment, số 24 đường số 41, cát lái, quận 2",500306533.0,2023-08-25,2026-05-24,77,,,,,,,,
9548,18508860.0,hồ chí minh,quận 4,"320/58 đoàn văn bơ, phường 10, quận 4, thành phố hồ chí minh",823866.0,2020-12-04,2024-02-02,65,,,,,,,,
9549,4624001.0,hồ chí minh,quận 4,556 đoàn văn bơ-phường 14- quận 4,342886.0,2018-10-31,2020-11-08,15,,,,,,,,
9550,155469.0,hồ chí minh,quận 4,"132 đoàn văn bơ, phường 9, quận 4, tp. hồ chí minh.",49265.0,,2023-01-07,61,,,,,,,,
9551,6476586.0,hồ chí minh,quận 4,"17 đường  41 phường 6 , quận 4 , tp hồ chí minh",435491.0,2019-05-04,2020-05-02,61,,,,,,,,
9552,17977721.0,hồ chí minh,quận 4,"33 đường số 4, p.4, q4, hồ chí minh",815133.0,2020-11-15,2024-11-13,Xe & máy & linh kiện,,,,,,,,
9553,13146437.0,hồ chí minh,quận 4,"số 7, đường số 7, phường 4, quận 4",695291.0,2020-06-08,2025-03-03,63922,,,,,,,,
9554,39946759.0,hồ chí minh,quận 4,"80a bến vân đồn, phường 9, quận 4, tp hồ chí minh",1328777.0,2022-05-18,2024-05-15,3949,,,,,,,,
9555,44778114.0,hồ chí minh,quận 4,"229 hoàng diệu, quận 4, tp.hcm",500012740.0,2022-11-22,2024-11-16,3949,,,,,,,,
9556,6489127.0,hồ chí minh,quận 4,"46 nguyễn văn cừ, phường 2,quận 5",434751.0,2019-04-22,2020-04-22,73,,,,,,,,
9557,6170319.0,hồ chí minh,quận 4,"50 hoàng diệu, phường 12, quận 4, tp hcm",411378.0,2019-03-28,2021-10-01,3949,,,,,,,,
9558,37390926.0,hồ chí minh,quận 4,"78/50 khánh hội, phường 4, quận 4, hồ chí minh",1218339.0,2021-12-31,2023-03-15,77,,,,,,,,
9559,1781147.0,hồ chí minh,quận 4,số 107 bến vân đồn – phường 1 – quận 4 – tp hồ chí minh.,204610.0,,2024-07-23,77,,,,,,,,
9560,8447861.0,hồ chí minh,quận 4,"chung cư tôn thât thuyết , phường 1, quận 4, thành phố hồ chí minh",514853.0,2019-08-30,2020-08-29,15,,,,,,,,
9561,5489245.0,hồ chí minh,quận 4,"225 tôn đản,phường 08,quận 4,thành phố hồ chí minh",383711.0,2019-01-17,2020-02-02,77,,,,,,,,
9562,54583290.0,hồ chí minh,quận 4,đak lak,500342032.0,2023-09-30,2025-12-29,61,,,,,,,,
9563,49920387.0,hồ chí minh,quận 4,"958/10/13/14 lạc long quân, phường 8, quận tân bình, thành phố hồ chí minh",500205137.0,2023-04-28,2023-06-14,Trà sữa/Đồ uống,,,,,,,,
9564,77931.0,hồ chí minh,quận 4,"174-176 tôn đản, p.8, q.4",97632.0,,2019-03-01,65,,,,,,,,
9565,28567275.0,hồ chí minh,quận 4,"02, đường số 13, phường 4, quận 4, hồ chí minh",1321410.0,2022-05-20,2024-05-18,77,,,,,,,,
9566,12584188.0,hồ chí minh,quận 4,"40 lê văn linh , phường 14, quận 4",763050.0,2020-09-05,2024-03-04,77,,,,,,,,
9567,57568195.0,hồ chí minh,quận 4,2.06b chung cư mỹ thuận đường an dương vương phường 16-q8,500411980.0,2023-12-22,2024-12-18,61,,,,,,,,
9568,8609114.0,hồ chí minh,quận 4,"504 nguyễn tất thành, quận 4, hồ chí minh",523589.0,2019-09-09,2024-08-25,77,,,,,,,,
9569,6740554.0,hồ chí minh,quận 4,"346 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",447312.0,2019-05-14,2020-05-14,77,,,,,,,,
9570,6287915.0,hồ chí minh,quận 4,"348 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",496778.0,2019-08-02,2025-01-30,77,,,,,,,,
9571,4135122.0,hồ chí minh,quận 4,"117a nguyễn tất thành, phường 13, quận 4, tp.hồ chí minh",500330557.0,2018-09-17,2024-09-21,11957,,,,,,,,
9572,143102.0,hồ chí minh,quận 4,hồ bá kiện,46470.0,,2016-09-16,73,,,,,,,,
9573,38399685.0,hồ chí minh,quận 4,"block b, 132 bến vân đồn, phường 6, quận 4, tp hcm",200002769.0,2022-02-24,2024-05-24,63922,,,,,,,,
9574,52574615.0,hồ chí minh,quận 4,"30 nguyễn bá học, bình thuận, hải châu, đà nẵng",500278786.0,2023-07-26,2025-07-25,61,,,,,,,,
9575,48103146.0,hồ chí minh,quận 4,"thanh minh 2, diên lạc, diên khánh, khánh hòa",500166178.0,2023-03-21,2025-03-25,Quán ăn,,,,,,,,
9576,49009410.0,hồ chí minh,quận 4,"số 129, đường lý văn lâm, phường 1, thành phố cà mau, tình cà mau, việt nam",500201240.0,2023-04-28,2025-04-25,Căng tin/Trạm dừng chân/Khu vui chơi - du lịch,,,,,,,,
9577,34711477.0,hồ chí minh,quận 4,"f48 cư xá vĩnh hội, bến vân đồn, phường 2, quận 4, thành phố hồ chí minh",1130226.0,2021-10-10,2024-01-16,63,,,,,,,,
9578,39923334.0,hồ chí minh,quận 4,140 nguyễn tất thành p13 quận 4 hồ chí minh,1325561.0,2022-05-13,2024-08-10,65,,,,,,,,
9579,50732007.0,hồ chí minh,quận 4,"405 lô e cư xá thanh đa, p27,  bình thạnh, hcm",500229677.0,2023-06-01,2024-05-27,77,,,,,,,,
9580,136263.0,hồ chí minh,quận 4,248 khánh hội - p6 - q4 - tp. hcm,44881.0,,2017-02-01,11957,,,,,,,,
9581,1014089.0,hồ chí minh,quận 4,"41/1 p101 lê văn linh, phường 13, quận 4, thành phố hồ chí minh",148632.0,,2018-12-01,61,,,,,,,,
9582,11325152.0,hồ chí minh,quận 4,"số 20, đường số 41, phường 6, quận 4
thành phố hồ chí minh",632628.0,2020-02-25,2021-02-24,11957,,,,,,,,
9583,51547924.0,hồ chí minh,quận 4,"127/44/12/13 mai xuân thưởng, phường 4, quận 6, thành phố hồ chí minh, việt nam",500257403.0,2023-06-26,2024-06-26,In ấn quảng cáo,,,,,,,,
9584,14881297.0,hồ chí minh,quận 4,"căn officetel b14.31, số 155, bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",750008.0,2020-08-22,2027-02-19,61,,,,,,,,
9585,36895173.0,hồ chí minh,quận 4,"64 tôn thất thuyết, phường 16, quận 4, tp hcm",1190865.0,2021-12-09,2024-03-06,3949,,,,,,,,
9586,1367030.0,hồ chí minh,quận 4,"46/12/10 xóm chiếu, phường 13, quận 4, tp.hcm",180356.0,,2024-06-16,65,,,,,,,,
9587,16679760.0,hồ chí minh,quận 4,"lầu 3, cao ốc đinh lễ, số 1 đinh lễ, phường 12, quận 4, thành phố hồ chí minh",789263.0,2020-11-09,2021-11-06,11957,,,,,,,,
9588,54400132.0,hồ chí minh,quận 4,"kv7, xã bình thủy, huyện bình thủy, cần thơ",500345665.0,2023-10-16,2026-01-09,3472,,,,,,,,
9589,35195159.0,hồ chí minh,quận 4,"43/8 hoàng diệu, phường 12, quận 4, thành phố hồ chí minh",1111123.0,2021-10-25,2024-01-18,9,,,,,,,,
9590,2324540.0,hồ chí minh,quận 4,"97 đường 45, phường 6, quận 4, tp hcm",241108.0,,2019-04-01,9,,,,,,,,
9591,8492046.0,hồ chí minh,quận 4,"538/21 đoàn văn bơ, phường 14, quận 4, thành phố hồ chí minh",518475.0,2020-03-01,2023-04-01,3949,,,,,,,,
9592,44685001.0,hồ chí minh,quận 4,"28 nguyễn tất thành, phường 13, quận 4, thành phố hồ chí minh",500001128.0,2022-10-31,2023-10-31,9,,,,,,,,
9593,11872399.0,hồ chí minh,quận 4,"47/1/7 quốc hương, p. thảo điền, q.2",651581.0,2020-03-25,2022-09-23,11957,,,,,,,,
9594,45271802.0,hồ chí minh,quận 4,"ấp long thành, phú thành a, tam nông, đồng tháp",500035947.0,2022-11-23,2025-03-01,15,,,,,,,,
9595,30653029.0,hồ chí minh,quận 4,"72/2b tôn đản, phường 10, quận 4, thành phố hồ chí minh",961929.0,2021-06-25,2026-03-18,3472,,,,,,,,
9596,25435190.0,hồ chí minh,quận 4,500/13 đoàn văn bơ - phường 14 - quận 4 - tp hcm,902152.0,2021-03-24,2022-03-22,15,,,,,,,,
9597,2213676.0,hồ chí minh,quận 4,"31/17 đường số 11, phường 4, quận 4, hồ chí minh",500017195.0,2022-11-09,2024-05-05,19,,,,,,,,
9598,24306931.0,hồ chí minh,quận 4,"46/81/8 nguyễn khoái  , phường 2, quận 4, thành phố hồ chí minh",887606.0,2021-04-13,2022-04-12,77,,,,,,,,
9599,9749332.0,hồ chí minh,quận 4,"78/22/35 tôn thất thuyết, phường 16,quận 4, thành phố hồ chí minh",570909.0,2019-11-20,2020-11-19,77,,,,,,,,
9600,18964577.0,hồ chí minh,quận 4,"20/23 nguyễn trường tộ, phường 12, quận 4, tp hồ chí minh",838734.0,2020-12-29,2022-01-08,11957,,,,,,,,
9601,3661370.0,hồ chí minh,quận 4,"258 tôn thất thuyết, phường 3, quận 4, thành phố hồ chí minh",297287.0,2018-09-26,2024-10-16,63,,,,,,,,
9602,12701106.0,hồ chí minh,quận 4,"360b bến vân đồn, phường 01, quận 4, tp.hcm",681665.0,2020-05-25,2021-08-02,3949,,,,,,,,
9603,38015488.0,hồ chí minh,quận 4,"b134/7 nguyễn thần hiền , phường 18 , quận 4 , hcm",1244751.0,2022-02-18,2023-02-15,15,,,,,,,,
9604,5525251.0,hồ chí minh,quận 4,"lô 3 chưng cư tân vĩnh , phường 6, quận 4, thành phố hồ chí minh",403624.0,2019-02-28,2020-03-30,77,,,,,,,,
9605,56492053.0,hồ chí minh,quận 4,"15a/29 lê thánh tôn, phường bến nghé, quận 1, hồ chí minh",200053518.0,2023-11-20,2024-11-24,Thẩm mỹ viện & Spa,,,,,,,,
9606,142436.0,hồ chí minh,quận 4,...,44510.0,,2017-02-01,3949,,,,,,,,
9607,27483298.0,hồ chí minh,quận 4,"20/138 vĩnh khánh, phường 9, quận 4, thành phố hồ chí minh",921544.0,2021-04-19,2025-01-16,3949,,,,,,,,
9608,53849038.0,hồ chí minh,quận 4,"hóc môn, hồ chí minh",500323224.0,2023-09-10,2024-09-09,77,,,,,,,,
9609,51164850.0,hồ chí minh,quận 4,"54/10/15, kp10, tân chánh hiệp, quận 12, thành phố hồ chí minh",500240771.0,2023-06-15,2024-06-10,61,,,,,,,,
9610,40786553.0,hồ chí minh,quận 4,"62 tân vĩnh, phường 6, quận 4, hồ chí minh",200012561.0,2022-07-08,2024-10-15,63922,,,,,,,,
9611,12324445.0,hồ chí minh,quận 4,chung cư h1 - hoàng diệu - quận 4 - hồ chí minh,676525.0,2020-05-12,2024-05-09,61,,,,,,,,
9612,35597553.0,hồ chí minh,quận 4,86/7 đường tôn đản - phường 10 - quận 4 - tp hồ chí minh,1145694.0,2021-10-22,2024-01-22,9,,,,,,,,
9613,4564922.0,hồ chí minh,quận 4,"p17 tầng 25 tòa nhà a3, chung cư goldview, 346 bến vân đồn, phường 1, quận 4, thành phố hồ chí minh",353920.0,2018-11-27,2024-11-26,77,,,,,,,,
9614,46490438.0,hồ chí minh,quận 4,"289/2/7c phan đình phùng, p15, phú nhuận, hcm",500093953.0,2022-12-31,2024-06-30,63,,,,,,,,
9615,33131445.0,hồ chí minh,quận 4,"303/85 đoàn văn bơ, phường 13, quận 4, thành phố hồ chí minh",1100109.0,2021-09-30,2023-10-27,9,,,,,,,,
9616,8396048.0,hồ chí minh,quận 4,"goldview tower, 346 bến vân đồn, quận 4, hồ chí minh",514600.0,2019-08-31,2021-09-02,15,,,,,,,,
9617,37317233.0,hồ chí minh,quận 4,"500/133/2 đoàn văn bơ,phường 14, quận 4, thành phố hồ chí minh",1215989.0,2021-12-28,2022-12-24,19,,,,,,,,
9618,17468663.0,hồ chí minh,quận 4,"360c/19 bến vân đồn, phường 01, quận 4, tp.hcm",806179.0,2020-11-03,2022-11-02,9,,,,,,,,
9619,7249796.0,hồ chí minh,quận 4,"109/5a-7a bến vân đồn, phường 09, quận 04, tp hồ chí minh",468413.0,2019-07-26,2020-05-05,3949,,,,,,,,
9620,4359313.0,hồ chí minh,quận 4,"874/25/23a đoàn văn bơ, phường 18, quận 4, tp.hcm",326305.0,2018-09-30,2028-10-15,77,,,,,,,,
9621,23848912.0,hồ chí minh,quận 4,183f/24/13 tôn thất thuyết - phường 4 - quận 4 - tp hồ chí minh,892757.0,2021-03-12,2023-06-20,77,,,,,,,,
9622,44105171.0,hồ chí minh,quận 4,"số 2 vĩnh khánh, phường 9, quận 4, thành phố hồ chí minh.",1503403.0,2022-10-29,2024-12-27,77,,,,,,,,
9623,53392408.0,hồ chí minh,quận 4,"102/7 bình long, phường phú thạnh, quận tân phú, thành phố hồ chí minh, việt nam",500310097.0,2023-08-24,2024-08-24,61,,,,,,,,
9624,37613466.0,hồ chí minh,quận 4,"q12 cư xá vĩnh hội, nguyễn hữu hào, phường 6, quận 4, tp hcm",1225138.0,2022-01-22,2024-01-30,3472,,,,,,,,
9625,33204894.0,hồ chí minh,quận 4,"209/10/5 tôn thất thuyết, phường 03, quận 4, tp. hcm",1236244.0,2022-01-25,2023-01-25,3949,,,,,,,,
9626,391958.0,hồ chí minh,quận 4,68 bến vân đồn phường 9 quận 4,92292.0,,2019-11-15,3472,,,,,,,,
9627,4623459.0,hồ chí minh,quận 4,"b6 đường 40, tân vĩnh, phường 04, quận 4, thành phố hồ chí minh",620774.0,2020-02-13,2021-05-12,77,,,,,,,,
9628,6621290.0,hồ chí minh,quận 4,"9 trần khoái, phường 1, quận 4, tphcm",442011.0,2019-05-03,2023-05-03,77,,,,,,,,
9629,17211300.0,hồ chí minh,quận 4,"số 6-8 đoàn văn bơ, phường 18, quận 4, tp.hcm",801710.0,2020-11-01,2024-05-27,3949,,,,,,,,
9630,50820903.0,hồ chí minh,quận 4,"đoàn văn bơ, phường 9, quận 4",500233691.0,2023-06-08,2025-06-10,Quán ăn,,,,,,,,
9631,52389347.0,hồ chí minh,quận 4,"522054 đường số 41, quận 4, hồ chí minh",500283606.0,2023-07-26,2025-07-25,Quán ăn,,,,,,,,
9632,52629760.0,hồ chí minh,quận 4,"số 656,ấp bình tiến, xã an bình, phú giáo",500340024.0,2023-09-30,2024-10-10,19,,,,,,,,
9633,4623404.0,hồ chí minh,quận 4,"12 tôn đản, phường 13, quận 4, thành phố hồ chí minh",344029.0,2018-10-29,2021-11-25,77,,,,,,,,
9634,47666744.0,hồ chí minh,quận 4,"132 bến vân đồn, quận 4, p.6, hồ chí minh.",500124985.0,2023-02-22,2024-02-15,77,,,,,,,,
9635,42674498.0,hồ chí minh,quận 4,"b70/24 nguyễn thần hiến, phường 18, quận 4, thành phố hồ chí minh, việt nam",500016584.0,2022-11-10,2025-02-07,61,,,,,,,,
