,potentialid,contract_city,contract_state,address,retailer_id,approval_date,expiry_date,cf_pot_nganh_hang,lat,lng,House_number,Street,Ward,District,City,progress
8985,131144.0,hồ chí minh,quận 4,121 khánh hội,41593.0,,2017-02-10,15,,,,,,,,
8986,41456161.0,hồ chí minh,quận 4,166a tôn thất huyết - p.15 - quận 4 - hcm,1382210.0,2022-07-14,2023-07-21,Cửa hàng điện nước,,,,,,,,
8987,56710542.0,hồ chí minh,quận 4,"284 bến vân đồn, phường 02, quận 4, thành phố hồ chí minh, việt nam",500391027.0,2023-11-24,2025-11-23,63,,,,,,,,
8988,7159772.0,hồ chí minh,quận 4,"160 tôn thất thuyết, phường 15, quận 4, hcm",465217.0,2019-06-13,2021-12-13,3949,,,,,,,,
8989,40770681.0,hồ chí minh,quận 4,"164 xóm chiếu, phường 14, quận 4, hcm",1354849.0,2022-07-18,2023-03-11,61,,,,,,,,
8990,49444438.0,hồ chí minh,quận 4,"m2.05 lô h1 c/c hoàng diệu, p.9, q.4, tp. hồ chí minh",200034351.0,2023-04-17,2025-08-25,Nails Mi,,,,,,,,
8991,9147716.0,hồ chí minh,quận 4,"169, đường khánh hội 
phường 3 , quận 4,thành phố hồ chí minh",546019.0,2019-10-25,2021-10-17,63,,,,,,,,
8992,41727800.0,hồ chí minh,quận 4,"183f/31/11 ter tôn thất thuyết, phường 04, quận 4, thành phố hồ chí minh",1387783.0,2022-07-21,2024-07-20,63,,,,,,,,
8993,18627453.0,hồ chí minh,quận 4,"đoàn văn bơ, quận 4, tp. hcm",825227.0,2020-11-25,2021-11-26,61,,,,,,,,
8994,55760199.0,hồ chí minh,quận 4,"157/1 nguyễn ảnh thủ, trung chánh, hóc môn, hồ chí minh",500362672.0,2023-10-27,2024-10-31,77,,,,,,,,
8995,38421018.0,hồ chí minh,quận 4,"473 đoàn văn bơ, p13, quận 04, hcm",1361823.0,2022-06-24,2025-12-20,3472,,,,,,,,
8996,4643877.0,hồ chí minh,quận 4,"182 đoàn văn bơ, phường 4, quận 4, tp.hồ chí minh",1242584.0,2018-11-30,2024-03-03,15,,,,,,,,
8997,15073490.0,hồ chí minh,quận 4,"73 tôn thất thuyết, phường 16, quận 4, thành phố hồ chí minh, việt nam",756700.0,2020-09-01,2025-05-26,11957,,,,,,,,
8998,46652881.0,hồ chí minh,quận 4,"1/2 căn 209/56 tôn thất thuyết, p.3, q.4, hcm",500092623.0,2022-12-30,2024-03-29,63,,,,,,,,
8999,4721256.0,hồ chí minh,quận 4,"35 hoàng diệu, phường 12, quận 4, tp hồ chí minh",346909.0,2018-11-29,2019-12-16,77,,,,,,,,
9000,44989477.0,hồ chí minh,quận 4,"số 37 đường số 47, phường 4, quận 4",500054689.0,2022-11-30,2025-03-01,15,,,,,,,,
9001,10004568.0,hồ chí minh,quận 4,"132 bến vân đồn, phường 6, quận 4, tp.hcm",1352077.0,2022-06-17,2023-06-20,61,,,,,,,,
9002,46666687.0,hồ chí minh,quận 4,"10c đường 10, phường 6, quận 4, tp.hcm",500093326.0,2022-12-30,2024-06-29,63,,,,,,,,
9003,15396698.0,hồ chí minh,quận 4,"64/13 nguyễn khoái, p.2, quận 4, hồ chí minh",766577.0,2020-09-10,2022-11-20,63,,,,,,,,
9004,54776922.0,hồ chí minh,quận 4,"di linh, lâm đồng",500346370.0,2023-10-09,2024-10-25,71,,,,,,,,
9005,30283164.0,hồ chí minh,quận 4,62 vĩnh hội phường 4 quận 4 thành phố hồ chí minh,962806.0,2021-06-23,2026-10-25,61,,,,,,,,
9006,38630983.0,hồ chí minh,quận 4,"2/9 ngô văn sở, p.13, q.4, tp.hcm",1267711.0,2022-03-10,2024-06-18,3949,,,,,,,,
9007,10615408.0,hồ chí minh,quận 4,"26/3a trần quang diệu, quận 4, hcm",603307.0,2019-12-31,2023-12-31,77,,,,,,,,
9008,45444516.0,hồ chí minh,quận 4,"khu 38ha đường d, tân thới nhất, p.12, hồ chí minh",500038691.0,2022-11-29,2025-03-10,3949,,,,,,,,
9009,49920339.0,hồ chí minh,quận 4,"958/10/13/14 lạc long quân, phường 8, quận tân bình, thành phố hồ chí minh",500205132.0,2023-04-28,2024-08-11,Quán ăn,,,,,,,,
9010,31519620.0,hồ chí minh,quận 4,"2 lô d cxvh bến vân đồn, 166b tôn thất thuyết, phường 15, quận 4, thành phố hồ chí minh",973564.0,2021-07-17,2022-07-08,3949,,,,,,,,
9011,12669062.0,hồ chí minh,quận 4,"46/15/11 xóm chiếu, p13, quận 4",680655.0,2020-05-25,2021-07-17,77,,,,,,,,
9012,34668292.0,hồ chí minh,quận 4,"61 lê quốc hưng, phường 13, quận 4, thành phố hồ chí minh",1126870.0,2021-10-06,2024-05-03,9,,,,,,,,
9013,37056289.0,hồ chí minh,quận 4,"25 đường 45, phường 6, quận 4, hcm",1208149.0,2021-12-20,2022-12-28,11957,,,,,,,,
9014,27347028.0,hồ chí minh,quận 4,"173 khánh hội, phường 3, quận 4, tphcm",500081212.0,2022-12-26,2024-06-21,73,,,,,,,,
9015,15635418.0,hồ chí minh,quận 4,330/16 nguyễn tất thành phường 13 quận 4,867728.0,2021-02-01,2023-04-30,15,,,,,,,,
9016,42007096.0,hồ chí minh,quận 4,"132 bến vân đồn, p6, q4, tphcm",1403265.0,2022-08-03,2027-08-01,77,,,,,,,,
9017,2255056.0,hồ chí minh,quận 4,"117 khánh hội, p3, q4",916807.0,2021-04-15,2025-04-12,77,,,,,,,,
9018,39924665.0,hồ chí minh,quận 4,"309 đoàn văn bơ, p.18, q.4, hcm",1319089.0,2022-05-10,2024-08-10,Giặt là,,,,,,,,
9019,38849516.0,hồ chí minh,quận 4,"117 bến vân đồn,phường 6,quận 4,tp.hồ chí minh",1277003.0,2022-03-19,2024-03-28,15,,,,,,,,
9020,6101012.0,hồ chí minh,quận 4,"phòng 9.4a, lầu 9, tòa nhà ree tower, số 9 đoàn văn bơ - phường 12 - quận 4 - tp hồ chí minh",414002.0,2019-03-27,2025-06-24,65,,,,,,,,
9021,53666536.0,hồ chí minh,quận 4,n39 khu tái định cư lộc an -bình sơn- đồng nai,500317446.0,2023-09-05,2024-09-25,71,,,,,,,,
9022,35894537.0,hồ chí minh,quận 4,"132 bến vân đồn, f6, q4, hcm",1151545.0,2021-11-10,2022-11-05,63,,,,,,,,
9023,4075045.0,hồ chí minh,quận 4,"số 13 đường số 11, phường 4, quận 4, tp hồ chí minh",305695.0,2020-01-13,2024-04-02,61,,,,,,,,
9024,23711615.0,hồ chí minh,quận 4,"số 1 tôn thất thuyết, phường 1, quận 4, hồ chí minh.",891516.0,2021-03-12,2024-06-08,77,,,,,,,,
9025,57427103.0,hồ chí minh,quận 4,151 bến vân đồn phường 6 quận 4 tp hcm,500411394.0,2023-12-18,2025-03-15,Nhà hàng,,,,,,,,
9026,18565963.0,hồ chí minh,quận 4,"53  đường số 16, phường 4, quận 4, thành phố hồ chí minh",821440.0,2020-11-25,2024-02-23,61,,,,,,,,
9027,5377047.0,hồ chí minh,quận 4,"256 đoàn văn bơ, quận 4, hồ chí minh",798242.0,2020-10-23,2021-10-21,3949,,,,,,,,
9028,49581159.0,hồ chí minh,quận 4,"nagoya, nhật bản",500196755.0,2023-04-20,2025-04-19,63,,,,,,,,
9029,11079886.0,hồ chí minh,quận 4,"539 lô r, đoàn văn bơ, phường 9, quận 4, tp. hồ chí minh",102879.0,2020-02-11,2025-02-10,77,,,,,,,,
9030,38563732.0,hồ chí minh,quận 4,"132 bến vân đồn,phường 6,quận 4,tp.hồ chí minh",1264187.0,2022-03-07,2023-03-04,61,,,,,,,,
9031,20052474.0,hồ chí minh,quận 4,"block b, căn hộ - chung cư rivergate residence, 151-155 bến vân đồn,phường 6, quận 4,thành phố hồ chí minh",843463.0,2020-12-24,2023-01-01,19,,,,,,,,
9032,39389186.0,hồ chí minh,quận 4,"15/20 đoàn như hài, phường 14, quận 4, tp hồ chí minh",1306249.0,2022-04-20,2024-07-25,Thú cưng,,,,,,,,
9033,48810349.0,hồ chí minh,quận 4,"151 bạch đằng, phường 02, quận tân bình, hồ chí minh",500134780.0,2023-04-27,2024-04-25,69,,,,,,,,
9034,51385437.0,hồ chí minh,quận 4,"tân thuận tây, cao lãnh, đồng tháp",500254933.0,2023-06-26,2024-06-20,61,,,,,,,,
9035,6766663.0,hồ chí minh,quận 4,"tầng 05, phòng 5.30 officetel, kỹ thuật 151-155 bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",449028.0,2019-05-14,2024-11-13,61,,,,,,,,
9036,2079765.0,hồ chí minh,quận 4,"rg. b - 20. 28  - rivergate 151 bến vân đồn , phường 6 , quận 4 , tphcm",226965.0,,2020-05-31,19,,,,,,,,
9037,21297776.0,hồ chí minh,quận 4,"274 khánh hội- p.5, q.4, tp. hồ chí minh",850339.0,2021-01-25,2024-02-02,61,,,,,,,,
9038,46530482.0,hồ chí minh,quận 4,c13/77 tôn đản phường 13 quận 4 thành phố hồ chí minh,500088195.0,2022-12-29,2026-07-05,15,,,,,,,,
9039,23836774.0,hồ chí minh,quận 4,354/14 đoàn văn bơ - phường 10 - quận 4 - tp. hồ chí minh,1238716.0,2022-02-24,2025-09-10,71,,,,,,,,
9040,1797439.0,hồ chí minh,quận 4,"13 đường số 11, phường 4, quận 4, hcm",209481.0,,2024-04-30,69,,,,,,,,
9041,53952968.0,hồ chí minh,quận 4,"243/92/2a tôn thất thuyết, p.3, q.4, hcm",500324680.0,2023-09-16,2024-11-14,77,,,,,,,,
9042,44139016.0,hồ chí minh,quận 4,"86a khánh hội, phường 4, q4, hcm",1503483.0,2022-10-18,2025-01-25,Thú cưng,,,,,,,,
9043,36804689.0,hồ chí minh,quận 4,"phòng sgr o1-07.18, tầng 7, tòa nhà sài gòn royal, 34-35 bến vân đồn, phường 12, quận 4, tp. hồ chí minh",1196011.0,2021-12-27,2024-01-03,71,,,,,,,,
9044,17786589.0,hồ chí minh,quận 4,"692/21/37 đoàn văn bơ,p. 16, quận 4, tp. hồ chí minh",811889.0,2020-11-09,2024-11-08,61,,,,,,,,
9045,57346125.0,hồ chí minh,quận 4,110/12 nơ trang long p14 quận bình thạnh,500409642.0,2023-12-13,2024-12-30,Quán ăn,,,,,,,,
9046,56582015.0,hồ chí minh,quận 4,"132 bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",500378652.0,2023-11-20,2026-02-25,77,,,,,,,,
9047,11399982.0,hồ chí minh,quận 4,"71 xóm chiếu, phường 18, quận 4, tp hồ chí minh",633061.0,2020-02-25,2021-02-24,15,,,,,,,,
9048,49724746.0,hồ chí minh,quận 4,"an thuận, an hiệp, châu thành, đồng tháp",200034796.0,2023-04-28,2024-04-25,Thẩm mỹ viện & Spa,,,,,,,,
9049,36887949.0,hồ chí minh,quận 4,"320/27 đoàn văn bơ, p.10, q.4, tp.hcm",1180871.0,2021-12-07,2024-03-13,71,,,,,,,,
9050,37691762.0,hồ chí minh,quận 4,"161/61 xóm chiếu, phường 14,quận 4, thành phố hồ chí minh",1227870.0,2022-01-13,2023-01-12,61,,,,,,,,
9051,37770173.0,hồ chí minh,quận 4,"312/67 tôn đản, phường 4,quận 4,tp.hồ chí minh",1230186.0,2022-01-19,2023-01-17,15,,,,,,,,
9052,39659529.0,hồ chí minh,quận 4,"12/69 nguyễn khoái, phường 2, quận 4,  hồ chí minh, việt nam",1313117.0,2022-04-25,2023-05-05,77,,,,,,,,
9053,48217566.0,hồ chí minh,quận 4,"k1 đường 30,quận 4 , sài gòn",500165740.0,2023-03-27,2024-03-20,77,,,,,,,,
9054,9378186.0,hồ chí minh,quận 4,"151 - 155 bến vân đồn, quận 4, thành phố hồ chí minh",556397.0,2019-11-12,2022-11-11,77,,,,,,,,
9055,55896840.0,hồ chí minh,quận 4,"151 bến vân đồn, phường 6 quận 4 tp hcm",500378866.0,2023-11-27,2024-11-24,Cà phê,,,,,,,,
9056,36056331.0,hồ chí minh,quận 4,"số 10 đoàn như hài, phường 12, quận 4, tp hồ chí minh",1159257.0,2021-11-30,2024-03-01,63922,,,,,,,,
9057,3428415.0,hồ chí minh,quận 4,"125 tôn thất thuyết, p.15, q.4, tphcm",293086.0,2018-07-05,2023-08-10,77,,,,,,,,
9058,47195239.0,hồ chí minh,quận 4,"135, hoàng diệu, phường 9, quận 4, hcm",500110458.0,2023-02-08,2025-05-06,77,,,,,,,,
9059,1721977.0,hồ chí minh,quận 4,91/1nguyen khoái quân 4,204936.0,,2027-09-20,77,,,,,,,,
9060,27163183.0,hồ chí minh,quận 4,"phường 15, quận 4, tp. hồ chí minh",916540.0,2021-04-26,2022-04-23,9,,,,,,,,
9061,56285772.0,hồ chí minh,quận 4,"spa thúy kiều, ấp phước đức, xã phước đông, gò dầu, tây ninh",500378846.0,2023-11-11,2024-11-30,15,,,,,,,,
9062,29172365.0,hồ chí minh,quận 4,"224 lô a, chung cư  vĩnh hội , nguyễn hữu hào, p6, quận 4, hcm",946960.0,2021-05-25,2023-08-25,77,,,,,,,,
9063,15074115.0,hồ chí minh,quận 4,"114 vĩnh hội, phường 4, quận 4",758510.0,2020-09-01,2022-12-08,9,,,,,,,,
9064,39971164.0,hồ chí minh,quận 4,"266 trần phú, dương đông, phú quốc",1332680.0,2022-05-15,2024-08-15,3472,,,,,,,,
9065,12190851.0,hồ chí minh,quận 4,"tháp a2,  toà nhà the gold view , 346 bến vân đồn, phường 1, quận 4, tp hồ chí minh",663014.0,2020-05-08,2021-05-07,61,,,,,,,,
9066,1418967.0,hồ chí minh,quận 4,117a nguyễn tất thành - phường 13 - quận 4 - tp.hcm,495014.0,2019-07-26,2022-01-25,77,,,,,,,,
9067,49908531.0,hồ chí minh,quận 4,"615 lô m1, chung cư số 1, p.01, quận 4, hcm",500245977.0,2023-06-19,2024-07-05,Cà phê,,,,,,,,
9068,39094624.0,hồ chí minh,quận 4,"c44 xóm chiếu, phường 13, quận 4, hcm",1294660.0,2022-04-07,2024-07-04,77,,,,,,,,
9069,55448326.0,hồ chí minh,quận 4,"205/09 cách mạng tháng 8, phường 4, quận 3, hồ chí minh",500378427.0,2023-11-10,2024-11-09,65,,,,,,,,
9070,11122217.0,hồ chí minh,quận 4,"b111/17 xóm chiếu, phường 16, quận 4, tp.hồ chí minh",624913.0,2020-02-15,2021-02-14,3949,,,,,,,,
9071,2878272.0,hồ chí minh,quận 4,"số 9 , nguyễn khoái , phường 1, quận 4,thành phố hồ chí minh",267373.0,2018-03-31,2023-06-10,15,,,,,,,,
9072,6239928.0,hồ chí minh,quận 4,"004 lô b chưng cư phường 3, đường số 48, phường 3, quận 4, tp. hồ chí minh",423703.0,2019-04-30,2022-12-25,77,,,,,,,,
9073,3732427.0,hồ chí minh,quận 4,"346 bến vân đồn, phường 1, quận 4, hồ chí minh",1264278.0,2022-03-10,2023-03-10,77,,,,,,,,
9074,44045799.0,hồ chí minh,quận 4,"34a đường 45, p4, q4, hcm",1499343.0,2022-10-12,2025-01-11,77,,,,,,,,
9075,2445326.0,hồ chí minh,quận 4,"m8 chung cư tôn thất thuyết, phường 01, quận 04, tp. hồ chí minh",246664.0,2018-01-30,2024-04-14,77,,,,,,,,
9076,5998402.0,hồ chí minh,quận 4,"sannam ro 49, suwon, korea",406553.0,2019-03-18,2020-03-20,15,,,,,,,,
9077,2180102.0,hồ chí minh,quận 4,"b12 nguyễn trần thiến, phương 18, quận 4, tp.hcm",231707.0,,2025-08-16,19,,,,,,,,
9078,29966645.0,hồ chí minh,quận 4,"phòng 6.51 tầng 6 rivergate residence, số 151-155 bến vân đồn, phường 6, quận 4, thành phố hồ chí minh",955678.0,2021-06-14,2022-06-09,77,,,,,,,,
9079,29400958.0,hồ chí minh,quận 4,"368 đoàn văn bơ, phường 10, quận 4, tp hcm",937801.0,2021-06-03,2022-05-29,61,,,,,,,,
9080,36855747.0,hồ chí minh,quận 4,"15/3b đoàn như hài, phường 13, quận 4, thành phố hồ chí minh",1218631.0,2021-12-31,2023-01-07,61,,,,,,,,
9081,14532545.0,hồ chí minh,quận 4,"61 đường số 13,phường 4, quận 4, hồ chí minh",740726.0,2020-08-07,2022-11-14,63,,,,,,,,
9082,5103675.0,hồ chí minh,quận 4,"tm.a.03, tầng trệt, khối tháp a. khu chung cư cao tầng kết hợp tttm - vp millennium, số 132 bến vân đồn, phường 06, quận 4, thành phố hồ chí minh",371580.0,2018-12-25,2024-01-01,63,,,,,,,,
9083,46193419.0,hồ chí minh,quận 4,"006 chung cư tân vĩnh, p6, quận 4, hcm",200025808.0,2022-12-30,2025-05-25,63922,,,,,,,,
9084,30311965.0,hồ chí minh,quận 4,"92b/15/30a tôn thất thuyết, phường 15, quận 4, hồ chí minh",959571.0,2021-06-22,2025-09-18,67,,,,,,,,
9085,51859905.0,hồ chí minh,quận 4,"khóm 3, tt định an, trà cú, trà vinh",500417644.0,2023-12-27,2025-12-26,61,,,,,,,,
9086,6243778.0,hồ chí minh,quận 4,"77 đoàn như hài, phường 12, quận 4, thành phố hồ chí minh",459284.0,2019-05-31,2022-06-02,77,,,,,,,,
9087,10451547.0,hồ chí minh,quận 4,"165/48 tôn thất thuyết, p. 15, q. 4, tp.hồ chí minh",597474.0,2019-12-31,2020-12-30,77,,,,,,,,
9088,37126130.0,hồ chí minh,quận 4,008 đường 10c.phường 06.quận 4- hcm,200033915.0,2023-04-18,2025-04-25,Thẩm mỹ viện & Spa,,,,,,,,
9089,317466.0,hồ chí minh,quận 4,"168 tôn thất thuyết, p15, q4, tphcm",111836.0,,2018-07-10,63,,,,,,,,
9090,3510105.0,hồ chí minh,quận 4,"số 85 đường 45, quận 4, tp. hồ chí minh",295779.0,2018-06-26,2019-09-29,77,,,,,,,,
9091,41696138.0,hồ chí minh,quận 4,"289/45c/5b bến vân đồn, phường 2, quận 4, tp. hồ chí minh",1376023.0,2022-07-20,2023-07-19,71,,,,,,,,
9092,38487060.0,hồ chí minh,quận 4,"127 bến vân đồn, phường 9, quận 4, hcm",1286094.0,2022-04-04,2024-06-26,63,,,,,,,,
9093,408522.0,hồ chí minh,quận 4,"22 hoàng diệu, phường 12, quận 4, tp. hcm",94498.0,,2018-03-30,11957,,,,,,,,
9094,21637297.0,hồ chí minh,quận 4,"chung cư khánh hội 3, 360 bis bến vân đồn, phường 1, quận 4, hcm",861671.0,2021-03-08,2022-03-08,77,,,,,,,,
9095,45040752.0,hồ chí minh,quận 4,500/133/7a đoàn văn bơ p.14 q.4 tp.hcm,500022803.0,2022-11-14,2024-05-25,77,,,,,,,,
9096,49200318.0,hồ chí minh,quận 4,"239 tôn thất thuyết, phường 3, quận 4, hồ chí minh",500189005.0,2023-04-15,2025-04-25,Trà sữa/Đồ uống,,,,,,,,
9097,1357968.0,hồ chí minh,quận 4,"561/6/1 ql1a, kp3, linh xuan, thu duc",175444.0,2018-03-14,2024-02-08,15,,,,,,,,
9098,10326900.0,hồ chí minh,quận 4,346 bến vân đồn phường1 quận 4 hồ chí minh,604409.0,2019-12-31,2020-12-30,77,,,,,,,,
9099,212375.0,hồ chí minh,quận 4,"97 nguyễn tất thành, p.13, q.4",62826.0,,2018-10-24,77,,,,,,,,
9100,14531503.0,hồ chí minh,quận 4,"323 đoàn văn bơ, phường 13, quận 4, tp.hcm",739113.0,2020-08-04,2020-09-17,11957,,,,,,,,
9101,4059218.0,hồ chí minh,quận 4,"266/64/33 tôn đản, p8, q.4, hcm",1147540.0,2021-10-27,2025-02-04,63922,,,,,,,,
9102,48229225.0,hồ chí minh,quận 4,"35 vĩnh hội, p4, quận 4, tp hcm",200031445.0,2023-03-17,2025-06-25,Hair Salon,,,,,,,,
9103,45571585.0,hồ chí minh,quận 4,"45 vĩnh hội, phường 4, quận 4, hcm",500050197.0,2022-11-29,2025-03-01,61,,,,,,,,
9104,42256411.0,hồ chí minh,quận 4,"132 bến vân đồn p6, q4 tp:hcm",1417713.0,2022-08-15,2024-11-10,3949,,,,,,,,
9105,494072.0,hồ chí minh,quận 4,s16 đường tôn thất thuyết phường 16 quận 4 thành phố hồ chí minh,104375.0,,2023-01-04,15,,,,,,,,
9106,54317469.0,hồ chí minh,quận 4,"số 48 nguyễn trọng tuyển, p.15, q. phú nhuận, tp. hồ chí minh",500341507.0,2023-09-30,2024-11-30,77,,,,,,,,
9107,53758966.0,hồ chí minh,quận 4,"11 khánh hội, phường 03, quận 4, thành phố hồ chí minh, việt nam",500316859.0,2023-10-16,2024-11-04,65,,,,,,,,
9108,56048272.0,hồ chí minh,quận 4,254/33/30 bến vân đồn,500377729.0,2023-11-09,2025-11-07,3472,,,,,,,,
9109,38814038.0,hồ chí minh,quận 4,"phường 6, quận 4, tp hcm",1272553.0,2022-03-16,2024-03-17,61,,,,,,,,
9110,46124196.0,hồ chí minh,quận 4,"132/40a đoàn văn bơ, p14,quận 4. hcm",500075370.0,2022-12-19,2024-07-01,63,,,,,,,,
9111,9576059.0,hồ chí minh,quận 4,86 nguyễn khoái phường 2 quận 4,910691.0,2021-04-03,2023-07-12,77,,,,,,,,
9112,124152.0,hồ chí minh,quận 4,331/7 tôn đản p15 quận 4,1520061.0,,2024-04-26,15,,,,,,,,
9113,44325570.0,hồ chí minh,quận 4,"126 đoàn văn bơ, phường 09, quận 04, thành phố hồ chí minh",1510066.0,2022-10-28,2023-10-30,67,,,,,,,,
9114,52260417.0,hồ chí minh,quận 4,"147 bến vân đồn, phường 6 quận 4, tphcm",500276313.0,2023-07-24,2024-07-24,Quán ăn,,,,,,,,
9115,32513212.0,hồ chí minh,quận 4,"13/4 khu phố 2, phường thảo điền, quận 2, tp.hcm",990616.0,2021-08-19,2022-08-19,63,,,,,,,,
9116,11505583.0,hồ chí minh,quận 4,"43/20 hoàng diệu, phường 12, quận 4, thành phố hồ chí minh",500199754.0,2020-03-17,2024-05-08,73,,,,,,,,
9117,9181172.0,hồ chí minh,quận 4,"346 bến vân đồn, phường: 1; quận 4 ;tỉnh/thành phố : hồ chí minh",1338485.0,2022-05-25,2023-05-30,77,,,,,,,,
9118,54774926.0,hồ chí minh,quận 4,"214 nguyễn thị nhỏ,p4, quận 11",500345861.0,2023-10-06,2024-10-03,3472,,,,,,,,
9119,31802700.0,hồ chí minh,quận 4,204 nguyễn tất thành - p.13 - q.04 - hcm,500057703.0,2022-12-05,2024-06-13,63,,,,,,,,
9120,17574292.0,hồ chí minh,quận 4,"1/13.14.15 hoàng diệu, p.13 q.4 tp. hồ chí minh",808775.0,2020-11-05,2021-11-14,3949,,,,,,,,
9121,49000765.0,hồ chí minh,quận 4,"15 đường số 41, phường 6, quận 4, hcm",500177643.0,2023-04-03,2026-10-01,Quán ăn,,,,,,,,
9122,2374503.0,hồ chí minh,quận 4,"276 tôn đàn,
 phường 04, quận 04, tp.hcm",243279.0,2018-01-25,2021-07-06,77,,,,,,,,
9123,1013832.0,hồ chí minh,quận 4,"i13 đường số 38, p6 quận 4",148586.0,,2024-09-21,77,,,,,,,,
9124,1189859.0,hồ chí minh,quận 4,"g52 đường số 50, phường 06, quận 04, tphcm",844857.0,2021-01-09,2022-01-08,75,,,,,,,,
9125,57859907.0,hồ chí minh,quận 4,"17 mạc cửu, thị trấn kiên lương, tỉnh kiên giang",500422269.0,2023-12-28,2024-12-27,Quán ăn,,,,,,,,
9126,12666721.0,hồ chí minh,quận 4,"số 11 đường số 7, phường 4, quận 4, tp hồ chí minh.",681560.0,2020-05-25,2021-05-16,63,,,,,,,,
9127,46651601.0,hồ chí minh,quận 4,số 2 đường số 15 phường 4 quận 4,500141855.0,2023-02-28,2024-02-27,Trà sữa/Cà phê/Đồ uống,,,,,,,,
9128,22515140.0,hồ chí minh,quận 4,"block b, cc rivergate 155 bến vân đồn, quận 4, tp. hồ chí minh",867618.0,2021-12-20,2024-04-06,61,,,,,,,,
9129,11341778.0,hồ chí minh,quận 4,"266a/32 đường hoàng ngân, phường 16, quận 8, thành phố hồ chí minh",624281.0,2020-02-25,2024-12-24,15,,,,,,,,
9130,47183527.0,hồ chí minh,quận 4,"ấp tân hòa b, tân an, thị xã tân châu, an giang",200027728.0,2023-01-31,2025-05-15,63922,,,,,,,,
9131,49962756.0,hồ chí minh,quận 4,"346 bến vân đồn, phường 01, quận 4, thành phố hồ chí minh",500206607.0,2023-05-10,2025-05-04,77,,,,,,,,
9132,124474.0,hồ chí minh,quận 4,"171 nguyễn tất thành, q4",42065.0,,2027-01-11,63,,,,,,,,
9133,48450589.0,hồ chí minh,quận 4,"tổ 9, ấp 2, minh hưng, chơn thành, bình phước",500156636.0,2023-03-22,2024-03-25,61,,,,,,,,
9134,9277845.0,hồ chí minh,quận 4,"chung cư khánh hội 2 - 360a bến vân đồn, phường 1, quận 4, hcm",552112.0,2019-10-15,2024-10-14,15,,,,,,,,
9135,15103032.0,hồ chí minh,quận 4,"417 lô o, đường đoàn văn bơ, phường 9, quận 4, tp.hcm",757239.0,2020-09-05,2021-11-10,61,,,,,,,,
9136,41633184.0,hồ chí minh,quận 4,"266/64/7 tôn đản, p.8, q.4, hcm",1387895.0,2022-08-02,2025-07-28,77,,,,,,,,
9137,45266073.0,hồ chí minh,quận 4,"165/2bis tôn thất thuyết, p.15, q4",500069987.0,2022-12-24,2025-03-11,3949,,,,,,,,
9138,47723538.0,hồ chí minh,quận 4,"205 lê hồng phong, quy nhơn, bình định",500136399.0,2023-02-24,2025-05-22,61,,,,,,,,
9139,7158048.0,hồ chí minh,quận 4,"126 đoàn văn bơ, phường 9, quận 4, hồ chí minh",464607.0,2019-06-11,2020-06-10,67,,,,,,,,
9140,35924186.0,hồ chí minh,quận 4,"45a giải phóng, phường 4, quận 4, tp. hồ chí minh",1154012.0,2021-10-30,2024-01-30,Giặt là,,,,,,,,
9141,16984365.0,hồ chí minh,quận 4,"10 đoàn như hài phường 12 quận 4, tphcm.",797330.0,2020-11-20,2020-12-23,77,,,,,,,,
9142,41123765.0,hồ chí minh,quận 4,"26/42 nguyễn cảnh châu, cầu kho, quận 1, tp hcm",500172543.0,2023-03-27,2025-06-25,77,,,,,,,,
9143,38019091.0,hồ chí minh,quận 4,b70/70 nguyễn thần hiến p18 q4 tp.hồ chí minh,1237581.0,2022-02-09,2023-02-07,77,,,,,,,,
9144,43483599.0,hồ chí minh,quận 4,"số 86 vĩnh hội, phường 4, quận 4",200022029.0,2022-11-16,2025-02-15,63922,,,,,,,,
9145,44621013.0,hồ chí minh,quận 4,"73/7 khánh hội, phường 3, quận 4, tphcm",1520061.0,2022-10-31,2024-04-26,15,,,,,,,,
9146,1461353.0,hồ chí minh,quận 4,số 116 nguyễn công chứ,179118.0,,2020-03-26,15,,,,,,,,
9147,44545295.0,hồ chí minh,quận 4,"102, đoàn văn bơ, phường 09, quận 4, tp.hcm",500002706.0,2022-10-31,2023-07-25,3949,,,,,,,,
9148,546773.0,hồ chí minh,quận 4,số 3 đường 48 p3 q4,109911.0,,2018-01-04,77,,,,,,,,
9149,10294523.0,hồ chí minh,quận 4,"283 bến vân đồn, phường 2, quận 4, thành phố hồ chí minh",763477.0,2020-09-09,2022-09-20,11957,,,,,,,,
9150,57780477.0,hồ chí minh,quận 4,"243/44 tôn đản, phường 15, quận 4, thành phố hồ chí minh, việt nam",500420459.0,2023-12-28,2026-10-10,Phân bón/Thuốc sâu,,,,,,,,
9151,48090229.0,hồ chí minh,quận 4,"ql91, kl long thạnh 2, phường thốt nốt, quận thốt nốt, thành phố cần thơ",500152852.0,2023-03-15,2025-06-10,65,,,,,,,,
9152,43599701.0,hồ chí minh,quận 4,"32 tân vĩnh, phường 6, quận 4, thành phố hồ chí minh.",200018513.0,2022-09-30,2024-09-27,63922,,,,,,,,
9153,54591229.0,hồ chí minh,quận 4,"96/32c tôn đản, phường 10, quận 4, hồ chí minh",500337141.0,2023-10-05,2024-10-31,77,,,,,,,,
